station,id,month,true,pred,error,abs_error,error_squared,variance
Ainazi,RIAI99PA,Aprīlis,5.2,5.307532027680379,0.10753202768037884,0.10753202768037884,0.01156313697705376,0.260583547581882
Aluksne,RIAL99MS,Aprīlis,5.6,6.054108850357421,0.45410885035742155,0.45410885035742155,0.20621484797293907,0.2039352646118086
Bauska,RIBA99PA,Aprīlis,7.0,6.966903694368593,-0.033096305631406864,0.033096305631406864,0.0010953654464474936,0.1644543960503404
Dagda,RIDAGDA,Aprīlis,6.4,6.314284654378874,-0.08571534562112593,0.08571534562112593,0.007347120474949072,0.2372332307613902
Daugavpils,RIDM99MS,Aprīlis,6.7,7.025618676426696,0.3256186764266955,0.3256186764266955,0.10602752243787303,0.2665652912434304
Dobele,RIDO99MS,Aprīlis,6.6,6.876412193345863,0.2764121933458634,0.2764121933458634,0.07640370063027098,0.07438362876005222
Riga,RIGASLU,Aprīlis,7.4,6.7782361677441525,-0.6217638322558479,0.6217638322558479,0.3865902631014781,0.09111436919898697
Gulbene,RIGU99MS,Aprīlis,6.2,5.766431937404914,-0.43356806259508573,0.43356806259508573,0.18798126490245617,0.1047656268404733
Jelgava,RIJE99PA,Aprīlis,6.7,6.726644210953766,0.02664421095376568,0.02664421095376568,0.000709913977348767,0.05434366727586537
Kolka,RIKO99PA,Aprīlis,4.5,4.499873627825544,-0.000126372174456435,0.000126372174456435,1.5969926476847643e-08,0.33742198391974865
Liepaja,RILP99PA,Aprīlis,6.2,6.091169877173378,-0.10883012282662197,0.10883012282662197,0.011843995634457623,0.0976916689546451
Madona,RIMADONA,Aprīlis,6.0,6.1673281040259615,0.16732810402596154,0.16732810402596154,0.02799869439692301,0.05211365223451114
Mersrags,RIME99MS,Aprīlis,5.2,5.430511259125454,0.23051125912545345,0.23051125912545345,0.053135440583601944,0.07335562586484223
Pavilosta,RIPA99PA,Aprīlis,5.6,5.684819516553537,0.08481951655353726,0.08481951655353726,0.007194350388375781,0.12660431748850554
Priekuli,RIPR99PA,Aprīlis,6.2,5.734644191967023,-0.46535580803297716,0.46535580803297716,0.21655602807002508,0.07855994903292862
Rezekne,RIREZEKN,Aprīlis,6.4,6.557533791842634,0.15753379184263405,0.15753379184263405,0.024816895572318354,0.19963767745393918
Rujiena,RIRU99PA,Aprīlis,5.9,6.264014900879066,0.36401490087906563,0.36401490087906563,0.13250684806199597,0.26632668352371414
Saldus,RISA99PA,Aprīlis,6.2,5.882548955988414,-0.3174510440115865,0.3174510440115865,0.10077516534404625,0.1698594465753227
Skulte,RISE99MS,Aprīlis,5.8,6.357431100663429,0.5574311006634289,0.5574311006634289,0.31072943198684183,0.026209192727982056
Skriveri,RISI99PA,Aprīlis,6.7,7.066904805978348,0.36690480597834796,0.36690480597834796,0.13461913665000916,0.17954149451176438
Stende,RIST99PA,Aprīlis,5.8,5.611382222808906,-0.18861777719109352,0.18861777719109352,0.035576665872508996,0.07643387298643634
Ventspils,RIVE99PA,Aprīlis,5.6,5.254553903111531,-0.3454460968884687,0.3454460968884687,0.11933300585547732,0.20950995148526685
Zilani,RIZI99PA,Aprīlis,6.6,6.228356822130698,-0.37164317786930123,0.37164317786930123,0.13811865165679307,0.08299218171752154
Zoseni,RIZO99MS,Aprīlis,5.5,6.031781559564323,0.5317815595643234,0.5317815595643234,0.28279162709266403,0.10674126758659613
Rucava,RUCAVA,Aprīlis,6.2,6.276002361335474,0.07600236133547345,0.07600236133547345,0.005776358928567869,0.21097167622089197
