station,id,month,true,pred,error,abs_error,error_squared,variance
Ainazi,RIAI99PA,Augusts,17.0,17.295077956120636,0.29507795612063603,0.29507795612063603,0.087071000188332,0.36627070392486094
Aluksne,RIAL99MS,Augusts,16.1,16.176790897344496,0.07679089734449462,0.07679089734449462,0.005896841914972711,0.30860476192348163
Bauska,RIBA99PA,Augusts,17.4,17.04155229882444,-0.35844770117556024,0.35844770117556024,0.12848475447804372,0.25247392008790936
Dagda,RIDAGDA,Augusts,16.6,16.241031942435477,-0.35896805756452466,0.35896805756452466,0.1288580663516479,0.3186834152625988
Daugavpils,RIDM99MS,Augusts,16.8,17.128764888479132,0.32876488847913166,0.32876488847913166,0.10808635189669588,0.3813060793068046
Dobele,RIDO99MS,Augusts,17.4,16.757141556985573,-0.6428584430144255,0.6428584430144255,0.4132669777549314,0.09266772740548851
Riga,RIGASLU,Augusts,18.3,17.153377071231663,-1.1466229287683376,1.1466229287683376,1.3147441407772802,0.22222996100978443
Gulbene,RIGU99MS,Augusts,16.5,16.382536525591792,-0.1174634744082077,0.1174634744082077,0.013797667820047666,0.202147887863796
Jelgava,RIJE99PA,Augusts,17.0,17.879817930269017,0.8798179302690166,0.8798179302690166,0.7740795904228561,0.047425072230699805
Kolka,RIKO99PA,Augusts,17.1,16.79914190182934,-0.3008580981706608,0.3008580981706608,0.09051559523486696,0.3836432768721193
Liepaja,RILP99PA,Augusts,17.7,17.32388243504786,-0.3761175649521391,0.3761175649521391,0.14146442266552658,0.17937048956216328
Madona,RIMADONA,Augusts,16.2,16.427357091569256,0.22735709156925665,0.22735709156925665,0.05169124708683136,0.2538541203333127
Mersrags,RIME99MS,Augusts,17.0,17.152076293495796,0.15207629349579577,0.15207629349579577,0.023127199043419415,0.21287930909936223
Pavilosta,RIPA99PA,Augusts,17.2,17.46245736543504,0.26245736543503995,0.26245736543503995,0.0688838686711021,0.25802113554675316
Priekuli,RIPR99PA,Augusts,16.7,16.518764494602614,-0.1812355053973853,0.1812355053973853,0.03284630841664568,0.16447524883008327
Rezekne,RIREZEKN,Augusts,16.5,16.632456576127254,0.1324565761272538,0.1324565761272538,0.017544744559354983,0.3018889192288199
Rujiena,RIRU99PA,Augusts,16.6,17.11478731506473,0.51478731506473,0.51478731506473,0.26500597975155354,0.3729721771899248
Saldus,RISA99PA,Augusts,16.7,16.666813057519946,-0.033186942480053716,0.033186942480053716,0.0011013731511743939,0.29086474675700597
Skulte,RISE99MS,Augusts,17.5,17.828436778264983,0.3284367782649831,0.3284367782649831,0.10787071731708166,0.17734142869088895
Skriveri,RISI99PA,Augusts,16.9,17.336066121331157,0.43606612133115874,0.43606612133115874,0.19015366217280086,0.2248067988187896
Stende,RIST99PA,Augusts,16.6,16.676738550843776,0.07673855084377479,0.07673855084377479,0.005888805185602608,0.20647612817496488
Ventspils,RIVE99PA,Augusts,17.8,16.91174789262856,-0.8882521073714393,0.8882521073714393,0.788991806249803,0.29713670831249206
Zilani,RIZI99PA,Augusts,16.9,16.62498371761686,-0.27501628238313813,0.27501628238313813,0.07563395557584197,0.2042592893076865
Zoseni,RIZO99MS,Augusts,15.8,16.09513578646974,0.29513578646973926,0.29513578646973926,0.08710513245511153,0.35269757211817854
Rucava,RUCAVA,Augusts,17.3,17.93446265096706,0.634462650967059,0.634462650967059,0.40254285547214813,0.32774804828309234
