date;station;id;true;pred;error;abs_error;variance;MAE;RMSE;BIAS
2024-03-27;Kolka;RIKO99PA;3.5;7.397618709178337;3.897618709178337;3.897618709178337;0.7330794719354689;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Liepaja;RILP99PA;8.5;8.281462865667478;-0.21853713433252153;0.21853713433252153;0.537674520553524;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Madona;RIMADONA;6.3;7.696061797835449;1.3960617978354488;1.3960617978354488;0.3368398978157032;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Mersrags;RIME99MS;6.6;6.669074435249718;0.06907443524971857;0.06907443524971857;0.49124606640935387;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Pavilosta;RIPA99PA;8.2;8.429278272865913;0.22927827286591373;0.22927827286591373;0.8398047001538613;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Priekuli;RIPR99PA;8.1;8.233938123723822;0.13393812372382286;0.13393812372382286;0.5482958871078398;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Rezekne;RIREZEKN;7.5;6.627920755310009;-0.8720792446899912;0.8720792446899912;0.8843808467984697;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Rujiena;RIRU99PA;7.9;8.120592508200469;0.22059250820046827;0.22059250820046827;1.3097325172395318;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Saldus;RISA99PA;7.5;7.465664848046579;-0.03433515195342096;0.03433515195342096;0.883644026292914;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Skulte;RISE99MS;9.0;8.658414486288226;-0.3415855137117738;0.3415855137117738;0.7143557259088431;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Skriveri;RISI99PA;8.4;8.33081307130813;-0.06918692869187026;0.06918692869187026;0.6852517100773354;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Stende;RIST99PA;7.5;6.777033826892771;-0.7229661731072294;0.7229661731072294;0.4777606867456936;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Ventspils;RIVE99PA;8.2;6.2797759538072855;-1.9202240461927138;1.9202240461927138;0.848718808038444;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Zilani;RIZI99PA;8.1;7.364153303449177;-0.7358466965508228;0.7358466965508228;0.517129563675081;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Zoseni;RIZO99MS;7.6;6.9245233952780225;-0.6754766047219771;0.6754766047219771;0.7819890754341305;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-27;Rucava;RUCAVA;8.3;8.583318583663958;0.28331858366395757;0.28331858366395757;1.0909924791104757;0.7363276663095332;1.0930522922131112;-0.008575165400574463
2024-03-28;Ainazi;RIAI99PA;11.4;9.67649560474433;-1.7235043952556701;1.7235043952556701;1.1618455032784647;0.7616518705305728;1.307905798509848;0.08859070328768176
2024-03-28;Aluksne;RIAL99MS;8.4;8.255687803419118;-0.14431219658088246;0.14431219658088246;0.9207341557413931;0.7616518705305728;1.307905798509848;0.08859070328768176
2024-03-28;Bauska;RIBA99PA;9.9;10.209378343483408;0.30937834348340765;0.30937834348340765;0.5835842706999843;0.7616518705305728;1.307905798509848;0.08859070328768176
2024-03-28;Dagda;RIDAGDA;7.2;7.76184814007467;0.5618481400746695;0.5618481400746695;1.2891658633694856;0.7616518705305728;1.307905798509848;0.08859070328768176
