date;station;id;true;pred;error;abs_error;variance;MAE;RMSE;BIAS
2024-09-18;Dagda;RIDAGDA;16.9;16.68980679088807;-0.21019320911192807;0.21019320911192807;1.1083149168312916;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Daugavpils;RIDM99MS;15.7;17.55110720318892;1.8511072031889206;1.8511072031889206;1.1697496917387544;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Dobele;RIDO99MS;16.8;16.531354618794435;-0.268645381205566;0.268645381205566;0.653420592427121;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Riga;RIGASLU;17.4;15.975699343125086;-1.4243006568749124;1.4243006568749124;0.8439236074961821;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Gulbene;RIGU99MS;16.8;16.095637977978235;-0.7043620220217655;0.7043620220217655;0.8041337612669253;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Jelgava;RIJE99PA;16.7;16.92491206032869;0.22491206032869115;0.22491206032869115;0.598980671446719;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Kolka;RIKO99PA;16.8;15.477294918150612;-1.3227050818493886;1.3227050818493886;1.1170666374374485;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Liepaja;RILP99PA;17.0;16.80693373360721;-0.19306626639279045;0.19306626639279045;0.7633704506248865;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Madona;RIMADONA;15.6;16.241527286202196;0.6415272862021961;0.6415272862021961;0.7498304254806578;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Mersrags;RIME99MS;16.4;16.056416427238865;-0.3435835727611334;0.3435835727611334;0.8204495707615145;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Pavilosta;RIPA99PA;15.8;16.789086835549693;0.989086835549692;0.989086835549692;0.9768912238756944;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Priekuli;RIPR99PA;17.6;14.873302864814045;-2.7266971351859564;2.7266971351859564;0.3118867959015812;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Rezekne;RIREZEKN;16.8;16.448816672853766;-0.35118332714623435;0.35118332714623435;0.9701959489395718;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Rujiena;RIRU99PA;15.2;15.83234930833831;0.6323493083383109;0.6323493083383109;0.988805239857296;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Saldus;RISA99PA;16.5;16.771543123992686;0.27154312399268576;0.27154312399268576;0.9900864374391564;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Skulte;RISE99MS;15.3;16.976130698432975;1.6761306984329742;1.6761306984329742;0.6334468610174754;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Skriveri;RISI99PA;17.2;16.540501305679708;-0.6594986943202912;0.6594986943202912;0.822219906035247;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Stende;RIST99PA;15.8;16.51063506408147;0.7106350640814689;0.7106350640814689;0.8319025875261118;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Ventspils;RIVE99PA;16.6;15.94062270883268;-0.6593772911673206;0.6593772911673206;1.0673436544043096;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Zilani;RIZI99PA;16.6;16.525715094353433;-0.07428490564656798;0.07428490564656798;0.8404046490210368;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Zoseni;RIZO99MS;15.0;17.486368549675465;2.486368549675465;2.486368549675465;0.6671810362625187;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-18;Rucava;RUCAVA;17.4;17.077130233888116;-0.32286976611188223;0.32286976611188223;0.9596446597489726;0.899088437459135;1.1564690709034366;0.011139607690056366
2024-09-19;Ainazi;RIAI99PA;13.2;13.834774782382596;0.6347747823825962;0.6347747823825962;0.8757107138848287;0.8157814000005986;1.0000517154648612;0.07482799443128194
2024-09-19;Aluksne;RIAL99MS;15.3;15.613109974972836;0.31310997497283566;0.31310997497283566;0.562652007504462;0.8157814000005986;1.0000517154648612;0.07482799443128194
2024-09-19;Bauska;RIBA99PA;16.8;16.398657237409807;-0.4013427625901933;0.4013427625901933;0.5828569970662769;0.8157814000005986;1.0000517154648612;0.07482799443128194
2024-09-19;Dagda;RIDAGDA;16.5;15.268363428086683;-1.2316365719133167;1.2316365719133167;0.588611654130431;0.8157814000005986;1.0000517154648612;0.07482799443128194
